datetime,load_kw
 01/26  16:00:00,83.94098403990348
 01/26  17:00:00,89.36301655114737
 01/26  18:00:00,66.44091464141522
 01/26  19:00:00,42.874557895056526
 01/26  20:00:00,37.022312678872076
 01/26  21:00:00,33.13892828415647
 01/26  22:00:00,31.020260726910756
 01/26  23:00:00,21.603550764090535
 01/26  24:00:00,20.122908155790526
 01/27  01:00:00,16.163712511941814
 01/27  02:00:00,16.002738920482273
 01/27  03:00:00,16.002738920482273
 01/27  04:00:00,16.002738920482273
 01/27  05:00:00,16.002738920482273
 01/27  06:00:00,16.002738920482273
 01/27  07:00:00,25.545399917448133
 01/27  08:00:00,40.84663184433377
 01/27  09:00:00,85.87137198270922
 01/27  10:00:00,74.36713293085575
 01/27  11:00:00,71.98087671367738
 01/27  12:00:00,74.1993503832314
 01/27  13:00:00,77.59674409782994
 01/27  14:00:00,77.06557497391363
 01/27  15:00:00,72.64734654437233
 01/27  16:00:00,73.08375305295858
 01/27  17:00:00,77.92813164294027
 01/27  18:00:00,60.0247812934468
 01/27  19:00:00,35.813596943507136
 01/27  20:00:00,30.9968666639611
 01/27  21:00:00,28.036223718679423
 01/27  22:00:00,26.746420337820165
 01/27  23:00:00,21.603550764090535
 01/27  24:00:00,20.122908155790526
 01/28  01:00:00,13.038514687240195
 01/28  02:00:00,12.877565474876649
 01/28  03:00:00,12.877565474876649
 01/28  04:00:00,12.877565474876649
 01/28  05:00:00,12.877565474876649
 01/28  06:00:00,12.877565474876649
 01/28  07:00:00,25.48406768678151
 01/28  08:00:00,25.81616462386572
 01/28  09:00:00,34.07020472666911
 01/28  10:00:00,35.768367415956135
 01/28  11:00:00,34.676787303138475
 01/28  12:00:00,36.830008900003925
 01/28  13:00:00,26.081901738641818
 01/28  14:00:00,23.499913026773378
 01/28  15:00:00,21.888084351246572
 01/28  16:00:00,20.60733034945275
 01/28  17:00:00,21.07316252499266
 01/28  18:00:00,17.25164300070611
 01/28  19:00:00,18.410195426701467
 01/28  20:00:00,13.745564687240194
 01/28  21:00:00,13.58461547487665
 01/28  22:00:00,13.58461547487665
 01/28  23:00:00,13.58461547487665
 01/28  24:00:00,13.58461547487665
 01/29  01:00:00,12.877565474876649
 01/29  02:00:00,12.877565474876649
 01/29  03:00:00,12.877565474876649
 01/29  04:00:00,12.877565474876649
 01/29  05:00:00,12.877565474876649
 01/29  06:00:00,12.877565474876649
 01/29  07:00:00,18.308313007508215
 01/29  08:00:00,13.122550743925235
 01/29  09:00:00,12.92443441491612
 01/29  10:00:00,12.860406109304991
 01/29  11:00:00,12.858003476659123
 01/29  12:00:00,12.858003476659123
 01/29  13:00:00,12.858003476659123
 01/29  14:00:00,12.858003476659123
 01/29  15:00:00,12.858003476659123
 01/29  16:00:00,12.859505652976212
